latitude,longitude,state_region,elevation_m,slope_deg,aspect_deg,curvature,rainfall_mm,soil_moisture,temperature_c,humidity_pct,land_cover,historical_landslide_count,days_since_previous_event,landslide,risk_category_prototype
27.400732,95.671707,Arunachal Pradesh,547.48,13.86,346.86,-0.1315,7.26,0.8633,28.8,42.23,Shrubland,0,-1,1,LOW
11.260874,78.462674,Tamil Nadu,257.96,33.4,306.86,-0.0561,210.15,0.5232,30.84,45.67,Cropland,12,388,0,HIGH
25.751599,87.801567,West Bengal,2741.15,17.4,70.1,0.015,52.85,0.7175,10.22,38.86,Forest,3,9,0,MODERATE
16.195464,75.209708,Karnataka,798.83,15.68,15.83,0.109,234.8,0.3699,21.62,60.84,Barren,9,2360,1,MODERATE
16.419159,79.567356,Maharashtra,667.05,24.27,235.05,0.0284,1.65,0.5701,26.88,58.18,Barren,3,2236,0,MODERATE
29.353273,78.671986,Uttarakhand,2425.89,18.78,71.28,-0.0536,83.99,0.7347,10.12,70.7,Built-up,5,254,1,HIGH
35.127987,73.803406,Jammu and Kashmir,1601.8,8.34,220.24,-0.0819,185.76,0.7727,20.21,61.04,Grassland,5,3544,0,LOW
32.797405,76.204869,Jammu and Kashmir,1798.15,16.94,96.32,0.2099,75.06,0.291,20.46,42.37,Forest,3,3761,0,NO_RISK
14.140596,76.838825,Karnataka,2351.12,12.45,297.19,-0.2124,65.93,0.5973,12.89,57.44,Cropland,3,1774,0,LOW
26.492273,87.875681,West Bengal,1699.27,8.77,355.8,-0.0991,176.27,0.3445,15.23,61.54,Grassland,9,1246,0,LOW
25.829912,89.701752,Meghalaya,991.07,21.52,267.57,-0.1717,59.8,0.5998,27.99,51.34,Forest,3,3309,0,MODERATE
26.874082,92.938328,Arunachal Pradesh,1572.25,14.87,43.85,-0.0765,120.63,0.6827,21.59,55.72,Forest,5,473,1,HIGH
19.96816,75.859325,Maharashtra,2877.05,12.44,301.5,0.008,26.33,0.3896,10.6,49.05,Forest,6,3285,0,LOW
27.187593,93.174718,Arunachal Pradesh,1699.3,7.63,333.96,-0.0823,104.94,0.8361,14.12,56.92,Cropland,4,2576,0,HIGH
27.455392,88.519934,Sikkim,1600.7,12.0,31.09,-0.089,180.62,0.6882,19.27,63.69,Grassland,5,3165,0,HIGH
31.260995,76.066806,Himachal Pradesh,994.18,13.26,113.45,-0.0709,9.85,0.7734,23.68,66.71,Grassland,3,1669,1,MODERATE
25.352863,91.905501,Meghalaya,490.37,0.45,229.33,0.1185,29.77,0.7159,24.97,74.08,Grassland,3,979,0,NO_RISK
16.769465,74.936845,Karnataka,3021.97,51.95,204.83,0.0992,183.37,0.8578,6.57,72.49,Grassland,3,365,1,CRITICAL
15.30929,74.371118,Karnataka,1053.61,8.35,265.61,-0.1192,53.53,0.1243,26.33,53.06,Forest,3,2048,0,NO_RISK
10.681696,79.280688,Tamil Nadu,1232.77,19.28,105.63,0.0312,107.67,0.7213,25.1,64.55,Forest,3,654,1,MODERATE
11.025745,75.432906,Kerala,1158.09,8.47,337.13,-0.0019,156.34,0.7637,16.47,63.99,Built-up,4,602,1,LOW
10.936589,77.167312,Tamil Nadu,1012.01,35.57,231.23,-0.0364,240.19,0.8171,25.89,68.59,Forest,5,3169,1,CRITICAL
14.641153,77.827301,Karnataka,1049.18,28.72,242.58,0.2225,137.44,0.8465,15.93,65.09,Forest,10,2283,1,CRITICAL
12.073906,76.135499,Karnataka,1780.89,17.16,71.64,0.0913,55.18,0.7748,18.24,58.76,Forest,1,3705,1,HIGH
26.923268,87.270122,West Bengal,1361.58,11.3,181.48,0.1918,231.74,0.3239,19.06,55.27,Shrubland,2,675,1,HIGH
30.813155,77.05454,Himachal Pradesh,1691.49,4.49,8.37,0.141,269.33,0.3023,15.81,73.51,Forest,5,329,0,LOW
25.422878,91.582771,Meghalaya,170.1,27.52,251.87,-0.0729,108.16,0.4395,25.17,53.05,Forest,7,2394,1,LOW
8.477986,76.94124,Tamil Nadu,763.22,41.9,184.34,0.0967,35.86,0.816,24.71,73.08,Forest,2,2310,1,HIGH
17.163471,75.154196,Karnataka,1895.62,10.06,331.95,-0.2768,88.17,0.8595,15.37,73.26,Barren,7,2121,0,HIGH
30.664244,77.887089,Himachal Pradesh,1200.23,4.04,302.61,-0.0903,466.54,0.3859,24.6,62.29,Barren,8,1441,0,MODERATE
29.052503,79.381189,Uttarakhand,539.75,10.94,351.52,-0.2346,36.84,0.5046,23.49,61.85,Forest,4,2688,1,LOW
15.760385,76.917965,Maharashtra,1667.85,7.85,163.35,-0.3199,62.93,0.7801,19.57,50.68,Forest,7,1444,1,MODERATE
32.943593,76.741648,Jammu and Kashmir,2326.32,22.75,83.72,-0.0689,46.12,0.8668,14.23,70.03,Built-up,5,1973,1,HIGH
11.827782,78.104553,Karnataka,1330.07,8.45,273.87,-0.0502,81.15,0.339,21.45,57.87,Forest,2,3096,1,LOW
33.136795,73.77269,Jammu and Kashmir,1334.43,14.43,56.32,0.0883,77.27,0.6829,17.28,56.56,Grassland,1,2474,0,MODERATE
33.124997,77.811864,Himachal Pradesh,4450.86,11.87,55.17,-0.2361,96.2,0.5906,0.22,41.32,Shrubland,4,662,1,HIGH
11.129997,77.441102,Tamil Nadu,412.56,20.72,114.26,-0.2256,146.69,0.4213,27.4,69.86,Forest,4,1250,0,LOW
30.999434,79.507559,Uttarakhand,719.37,13.98,80.93,0.0003,37.6,0.706,23.35,74.31,Forest,2,3029,0,LOW
8.831353,76.43652,Tamil Nadu,436.16,50.67,173.41,0.3978,137.2,0.3654,27.02,64.43,Forest,6,1283,1,CRITICAL
33.325577,76.543295,Jammu and Kashmir,54.54,6.51,145.67,0.0467,135.28,0.6191,33.37,57.45,Forest,6,3886,1,MODERATE
26.680403,88.78113,West Bengal,1441.74,26.26,247.54,0.1403,32.43,0.4955,18.36,63.63,Cropland,2,1393,1,MODERATE
26.146868,87.475387,West Bengal,2822.77,5.97,249.23,-0.0018,133.73,0.4313,11.9,36.31,Forest,4,659,0,LOW
25.356293,87.224104,West Bengal,2051.1,11.64,62.0,-0.1011,55.67,0.6363,16.53,54.44,Grassland,2,3784,1,HIGH
11.26801,76.101558,Kerala,1416.7,5.79,11.49,-0.0534,170.91,0.5633,22.31,55.54,Cropland,4,1429,1,LOW
9.583265,79.124637,Tamil Nadu,979.66,12.54,263.99,0.0202,169.29,0.5469,15.69,60.22,Forest,5,252,0,MODERATE
28.453117,91.753588,Arunachal Pradesh,2163.95,15.98,325.43,-0.2115,106.37,0.256,14.61,46.32,Forest,2,2459,0,MODERATE
27.322081,94.107862,Arunachal Pradesh,371.06,6.44,133.23,-0.0508,159.25,0.667,24.79,62.5,Forest,5,2311,1,MODERATE
33.817581,74.399914,Jammu and Kashmir,3321.45,12.41,264.62,0.0222,106.23,0.5182,10.33,71.15,Forest,5,1481,1,HIGH
8.257346,77.310866,Tamil Nadu,233.22,12.15,238.96,0.1208,263.65,0.4711,24.03,63.04,Shrubland,10,186,0,MODERATE
25.465836,88.067693,West Bengal,1008.32,5.52,241.45,-0.0788,310.06,0.7916,22.73,54.9,Forest,7,2683,1,MODERATE
27.759014,88.722654,Sikkim,1317.06,37.33,169.3,-0.2338,83.86,0.4477,21.99,51.05,Forest,4,298,1,CRITICAL
33.704745,76.88521,Jammu and Kashmir,1723.02,14.8,149.45,0.0115,37.24,0.6362,19.97,67.46,Cropland,3,1078,0,MODERATE
10.855381,76.254183,Tamil Nadu,1548.63,7.27,209.99,0.2759,442.08,0.5811,19.67,56.63,Cropland,7,3086,1,HIGH
26.702451,95.059657,Arunachal Pradesh,615.68,6.6,84.37,0.0342,102.95,0.7539,23.93,64.68,Grassland,2,251,0,MODERATE
25.580269,89.05724,West Bengal,1241.05,10.95,319.76,0.2875,185.04,0.7485,17.55,61.93,Forest,4,3972,0,HIGH
25.864441,92.673402,Meghalaya,1633.77,16.15,334.93,0.1308,102.96,0.521,24.47,50.26,Forest,6,646,1,HIGH
11.723006,79.079581,Tamil Nadu,2451.82,17.39,235.07,0.0287,43.89,0.8304,12.05,64.95,Cropland,4,699,1,CRITICAL
17.605764,73.884961,Maharashtra,200.0,23.94,83.11,-0.1584,91.12,0.4845,23.84,54.22,Cropland,7,1399,1,LOW
25.388151,87.277245,West Bengal,1062.53,20.06,127.05,0.1717,359.85,0.6034,23.8,67.44,Grassland,9,2365,1,CRITICAL
35.450269,75.404577,Jammu and Kashmir,966.03,4.93,310.76,-0.0198,188.98,0.0595,20.98,60.33,Barren,8,2542,0,LOW
9.426829,75.741086,Kerala,4095.73,30.43,153.97,-0.07,237.74,0.7039,4.8,49.17,Forest,2,1835,1,CRITICAL
26.541513,87.862788,West Bengal,1608.9,15.0,197.19,0.1982,126.96,0.3157,10.77,76.94,Forest,5,3768,1,MODERATE
34.369888,73.776958,Jammu and Kashmir,653.29,45.37,140.16,-0.0222,239.22,0.7048,26.54,58.67,Forest,2,2363,1,CRITICAL
25.377682,92.734033,Meghalaya,88.98,6.82,142.68,0.1374,115.29,0.7612,31.89,62.17,Forest,4,675,0,LOW
25.020927,92.22722,Meghalaya,801.37,24.76,357.97,-0.0923,108.89,0.2782,16.17,55.64,Grassland,4,2409,1,LOW
25.100097,92.348331,Meghalaya,3444.63,4.79,179.09,-0.0368,303.05,0.6289,7.19,67.13,Forest,14,1919,1,HIGH
27.952627,88.013537,Sikkim,3956.43,17.08,125.88,0.1095,92.48,0.5246,3.58,67.0,Grassland,6,1960,1,HIGH
28.792567,93.717345,Arunachal Pradesh,142.83,16.16,284.77,0.1118,299.54,0.4236,28.03,52.05,Barren,7,2189,1,HIGH
30.93765,78.212963,Uttarakhand,1520.82,19.09,134.73,0.0522,59.98,0.6311,20.49,56.75,Forest,2,1420,0,MODERATE
16.027014,77.141577,Karnataka,2172.54,3.46,271.06,0.0191,174.58,0.7459,10.19,65.07,Grassland,6,3263,0,MODERATE
8.355041,76.174726,Kerala,1706.13,15.99,337.6,-0.0917,28.42,0.5016,21.54,47.06,Forest,5,1985,0,MODERATE
32.984909,75.335199,Jammu and Kashmir,2283.35,13.28,50.33,-0.0397,49.55,0.2632,16.06,45.59,Grassland,5,3452,1,LOW
9.319818,75.216317,Kerala,2809.29,33.8,344.31,-0.1248,45.85,0.3187,13.17,44.76,Forest,4,3486,0,MODERATE
31.71063,77.818696,Himachal Pradesh,955.77,23.25,271.01,-0.1698,105.89,0.316,21.53,46.0,Built-up,4,1794,1,MODERATE
11.35955,76.47218,Kerala,1061.88,5.69,240.38,-0.291,210.86,0.8753,19.33,73.07,Forest,3,1676,0,MODERATE
31.490768,79.348098,Uttarakhand,630.77,8.99,23.19,0.1619,241.64,0.5837,23.78,55.91,Forest,4,2221,1,MODERATE
30.509391,75.658202,Himachal Pradesh,2327.08,12.41,357.85,-0.0893,172.49,0.5892,17.19,68.94,Forest,4,3187,0,LOW
19.300447,77.476798,Maharashtra,1255.59,32.9,356.35,0.1808,38.61,0.4484,19.3,48.65,Barren,1,2592,1,HIGH
32.928447,78.096223,Himachal Pradesh,2345.25,7.01,327.12,-0.1312,387.54,0.7721,18.45,64.31,Shrubland,13,3329,1,CRITICAL
26.069158,91.516563,Meghalaya,243.37,16.44,58.4,-0.2337,164.03,0.5775,27.57,66.34,Shrubland,7,456,1,LOW
12.901231,78.74757,Tamil Nadu,1733.41,7.62,281.57,0.1466,45.98,0.3153,17.92,40.5,Barren,5,3156,0,MODERATE
27.945088,88.427929,Sikkim,831.18,30.49,235.14,-0.2092,161.6,0.4858,26.92,58.58,Built-up,8,2984,1,MODERATE
17.71653,73.394149,Maharashtra,1993.72,8.57,142.63,-0.3603,204.66,0.2649,13.69,68.95,Forest,9,2147,0,LOW
25.785976,90.972274,Meghalaya,2144.38,55.0,48.21,-0.0906,158.94,0.2821,15.83,56.66,Grassland,5,746,1,CRITICAL
29.383076,79.88376,Uttarakhand,565.59,5.8,57.77,0.1012,178.52,0.3245,26.02,58.75,Shrubland,4,29,0,LOW
27.009816,88.562067,Sikkim,472.46,17.14,109.89,0.1765,35.95,0.3539,21.59,73.08,Forest,3,1882,0,NO_RISK
33.066837,78.13642,Himachal Pradesh,841.72,6.0,7.31,0.1241,97.06,0.455,27.33,52.49,Forest,7,1165,1,LOW
28.834839,77.948625,Uttarakhand,1140.81,27.87,306.7,0.0037,178.84,0.2381,19.02,65.2,Cropland,4,964,0,MODERATE
30.725068,79.845914,Uttarakhand,2286.24,26.01,0.76,0.0991,87.46,0.5317,11.51,52.59,Barren,3,2750,0,MODERATE
12.986139,77.047027,Tamil Nadu,1831.45,22.52,149.1,-0.1028,82.82,0.8111,21.06,60.31,Forest,4,2857,0,HIGH
18.213804,76.642583,Karnataka,2242.18,1.85,342.23,-0.0268,98.41,0.6119,19.81,69.27,Forest,2,1150,0,LOW
27.356813,94.869302,Arunachal Pradesh,1167.91,20.08,170.08,0.3691,183.18,0.4962,19.95,35.75,Barren,7,640,1,HIGH
17.419708,76.66539,Maharashtra,1483.53,17.95,35.52,0.144,48.96,0.7172,18.0,46.46,Built-up,5,3560,0,MODERATE
27.83955,88.824443,Sikkim,988.31,8.57,27.69,-0.1293,210.47,0.1422,23.99,47.63,Forest,9,2555,0,MODERATE
20.781111,80.042776,Maharashtra,1731.38,32.11,113.68,0.1744,135.64,0.8369,13.98,60.63,Forest,8,1703,1,CRITICAL
27.243128,88.539192,Sikkim,1318.61,16.0,312.36,0.301,80.55,0.5241,18.47,75.89,Cropland,2,3908,0,MODERATE
16.451723,80.44775,Maharashtra,936.94,4.23,267.31,0.1044,137.73,0.3932,15.63,77.39,Barren,4,3169,0,LOW
27.490571,91.983127,Arunachal Pradesh,1038.4,8.46,181.94,-0.4145,26.45,0.4895,24.58,40.41,Barren,2,1578,0,MODERATE
11.457407,79.881147,Tamil Nadu,1848.3,19.47,323.51,-0.2227,141.32,0.7989,12.44,75.08,Shrubland,7,2985,1,MODERATE
8.113168,76.935346,Tamil Nadu,1131.89,19.19,33.15,-0.069,42.51,0.7035,19.36,58.13,Forest,4,758,0,MODERATE
26.293653,94.388259,Arunachal Pradesh,1025.48,32.59,38.31,0.0012,62.6,0.3706,21.6,57.25,Built-up,6,3491,1,MODERATE
30.987812,77.45424,Himachal Pradesh,1360.9,14.81,228.76,0.11,104.17,0.3768,16.14,53.73,Forest,6,3669,1,LOW
28.75638,95.176495,Arunachal Pradesh,2064.28,17.46,238.0,0.0942,206.69,0.4184,19.17,52.66,Forest,8,3671,0,HIGH
26.295911,95.717284,Arunachal Pradesh,1603.8,6.29,113.82,0.238,171.23,0.4895,12.61,46.69,Cropland,3,248,0,MODERATE
25.712764,91.886453,Meghalaya,1335.41,4.64,340.28,-0.0365,99.02,0.6575,21.26,58.48,Forest,3,716,0,MODERATE
9.073935,76.78527,Kerala,1579.68,4.06,298.48,0.0621,31.65,0.3232,14.96,69.95,Built-up,2,1274,1,LOW
32.757574,76.820113,Jammu and Kashmir,2636.53,28.63,44.88,0.2093,90.89,0.8415,11.36,61.41,Cropland,4,3872,1,CRITICAL
31.216603,78.086647,Himachal Pradesh,1865.82,11.36,238.14,-0.0691,52.12,0.4515,17.56,64.13,Cropland,10,1533,0,LOW
8.401832,75.664701,Kerala,1589.24,4.24,317.41,0.0296,98.62,0.4212,18.2,60.27,Built-up,1,910,1,NO_RISK
30.962329,79.438502,Uttarakhand,4897.97,12.24,306.45,0.2115,59.15,0.471,0.15,55.65,Forest,4,1820,1,MODERATE
11.823763,76.753445,Kerala,1273.24,23.64,229.88,0.165,121.97,0.5053,23.87,70.29,Shrubland,8,894,1,MODERATE
16.831071,80.314973,Maharashtra,1429.89,2.56,255.6,0.1312,62.06,0.6183,16.19,65.47,Grassland,6,2686,1,MODERATE
15.046449,75.555027,Karnataka,5200.0,32.87,215.61,0.0235,32.38,0.7155,-7.14,63.4,Forest,2,513,1,CRITICAL
10.023875,75.522908,Kerala,322.15,22.15,113.41,-0.082,362.53,0.4454,29.56,72.53,Grassland,10,2568,1,HIGH
29.680006,78.899044,Uttarakhand,631.88,11.43,289.42,-0.037,106.2,0.3998,27.55,59.61,Built-up,2,122,0,NO_RISK
33.029376,75.189992,Jammu and Kashmir,1279.28,9.0,77.07,-0.2063,2.99,0.6729,18.49,48.34,Built-up,3,3507,0,MODERATE
26.001394,90.205132,Meghalaya,2600.24,31.48,358.94,-0.0723,225.9,0.7338,16.39,64.97,Forest,5,988,1,CRITICAL
25.455321,89.196764,West Bengal,1564.68,17.08,320.91,0.1544,110.13,0.5952,24.44,65.27,Forest,5,1182,0,MODERATE
17.434028,80.214058,Maharashtra,1121.62,3.51,310.29,0.2476,67.0,0.3625,18.87,71.45,Forest,1,2057,0,LOW
27.63974,88.118331,Sikkim,1589.72,8.3,280.74,0.0755,22.8,0.722,20.3,43.6,Built-up,2,3019,1,HIGH
34.074191,76.644295,Jammu and Kashmir,1658.93,8.32,271.76,-0.2097,228.55,0.6577,11.52,56.64,Grassland,5,1814,1,LOW
33.085417,75.602029,Himachal Pradesh,573.72,13.76,110.13,-0.2149,221.16,0.1081,26.84,75.68,Grassland,8,1506,1,HIGH
31.320496,78.93488,Uttarakhand,2464.04,23.59,228.27,0.1934,109.61,0.8145,15.62,64.56,Cropland,5,1146,1,HIGH
35.398086,75.844817,Jammu and Kashmir,1959.83,2.64,298.33,-0.1346,47.96,0.3033,16.21,44.45,Shrubland,4,1580,0,LOW
26.176146,91.846391,Meghalaya,1045.78,7.53,178.24,-0.0296,140.44,0.7571,17.5,80.47,Cropland,6,445,1,MODERATE
12.274263,80.130527,Tamil Nadu,2746.53,23.39,249.96,0.4976,98.05,0.7249,13.78,67.05,Cropland,4,2688,1,CRITICAL
13.05532,76.229087,Tamil Nadu,1152.71,3.64,132.63,0.0371,259.87,0.3274,20.37,63.33,Forest,4,2522,0,MODERATE
33.855053,74.268645,Jammu and Kashmir,1402.16,9.92,303.4,-0.464,31.85,0.8718,16.81,51.28,Cropland,2,3303,0,LOW
18.759824,77.463247,Maharashtra,1254.42,23.97,47.33,-0.1037,27.48,0.4037,17.81,61.85,Forest,6,3025,0,MODERATE
20.309413,74.666569,Maharashtra,620.16,11.18,347.06,-0.0518,91.69,0.7674,24.06,59.49,Shrubland,6,98,0,MODERATE
11.299219,76.725456,Kerala,2263.45,10.03,219.56,0.1156,100.15,0.7214,14.88,46.61,Forest,2,215,0,MODERATE
20.650188,79.20833,Maharashtra,728.18,7.74,129.3,0.2576,107.74,0.3858,23.51,67.22,Shrubland,6,440,0,LOW
27.894547,88.639445,Sikkim,1323.92,19.69,332.72,0.1931,158.26,0.35,15.95,65.86,Forest,5,3450,0,MODERATE
12.378664,76.870741,Karnataka,235.96,15.74,105.02,-0.1819,18.19,0.1355,31.56,45.99,Shrubland,2,2843,0,LOW
28.149345,88.320804,Sikkim,1119.86,16.74,203.55,-0.0633,111.54,0.9018,24.09,68.21,Forest,3,1694,1,HIGH
25.400084,89.76125,West Bengal,992.26,9.16,310.62,-0.0735,143.81,0.6127,26.65,59.16,Cropland,3,3418,1,LOW
25.58752,91.511146,Meghalaya,535.53,9.03,63.3,-0.2183,152.07,0.8763,29.43,56.6,Forest,4,2614,0,MODERATE
12.593047,74.237765,Karnataka,2620.06,5.31,58.32,-0.2948,106.65,0.8271,11.73,51.44,Forest,6,1069,1,CRITICAL
27.043229,88.218206,Sikkim,2754.39,20.74,265.76,-0.1057,606.35,0.5332,11.98,72.96,Barren,8,1960,0,CRITICAL
27.393243,88.764051,Sikkim,1422.02,53.04,149.26,0.0404,73.41,0.3023,19.27,61.34,Cropland,2,1138,1,HIGH
15.498587,78.256893,Karnataka,2069.26,1.22,188.52,-0.0976,141.4,0.3454,10.26,66.33,Forest,5,1933,1,LOW
25.819589,89.389518,West Bengal,1017.0,23.33,45.11,-0.3622,90.08,0.2354,23.53,60.44,Built-up,0,-1,0,LOW
20.965984,73.147695,Maharashtra,1836.83,12.46,8.54,0.0474,119.33,0.5599,19.96,71.03,Forest,1,1029,1,MODERATE
8.630121,78.228813,Tamil Nadu,1283.18,9.88,153.41,0.1406,76.4,0.802,22.72,43.44,Barren,3,2319,0,MODERATE
11.46283,79.477302,Tamil Nadu,989.59,3.18,353.96,-0.1869,53.83,0.338,23.77,45.78,Barren,1,1344,0,NO_RISK
25.945389,90.26612,Meghalaya,1357.55,13.55,285.89,-0.3365,136.84,0.3576,19.0,52.06,Cropland,2,3970,1,MODERATE
30.861054,80.595389,Uttarakhand,2129.12,22.72,56.81,-0.096,213.17,0.5995,14.62,49.45,Grassland,7,3442,1,HIGH
35.208758,76.476135,Jammu and Kashmir,760.02,25.48,110.79,0.1776,94.15,0.4167,26.22,61.71,Forest,2,3318,0,LOW
28.001209,95.118697,Arunachal Pradesh,1095.01,6.47,178.64,-0.0103,133.85,0.8054,22.19,70.93,Grassland,5,3155,0,MODERATE
13.157182,76.437455,Karnataka,4654.9,22.17,272.28,-0.0044,244.36,0.8332,-5.43,66.44,Cropland,12,3549,1,CRITICAL
13.05807,77.44901,Karnataka,1849.55,10.56,120.39,0.0268,65.21,0.6928,13.94,52.04,Grassland,1,1581,1,MODERATE
25.179815,90.707931,Meghalaya,681.68,8.5,283.13,-0.0677,66.44,0.4307,24.13,60.87,Forest,7,874,0,LOW
29.847628,80.971682,Uttarakhand,1026.69,22.19,225.76,0.322,211.43,0.2981,24.91,55.25,Forest,2,3176,0,LOW
25.125622,88.965622,West Bengal,2227.95,13.19,39.87,-0.1022,268.32,0.5417,14.22,51.05,Grassland,5,2456,1,MODERATE
30.715381,78.837824,Uttarakhand,1179.85,28.22,329.99,-0.0317,61.55,0.4127,19.24,66.65,Built-up,4,2771,1,MODERATE
28.658933,93.687677,Arunachal Pradesh,1358.29,17.66,151.21,0.0535,116.7,0.6514,15.12,52.32,Cropland,4,431,0,LOW
25.448366,90.30175,Meghalaya,448.96,49.85,164.03,-0.1826,136.56,0.4058,25.51,63.8,Forest,0,-1,1,CRITICAL
26.720012,88.932849,West Bengal,2756.94,14.55,125.4,-0.282,115.72,0.808,15.54,45.97,Barren,3,208,1,HIGH
27.073858,88.503396,Sikkim,1056.34,16.68,251.39,0.207,242.88,0.216,21.56,48.57,Cropland,7,1538,1,LOW
9.084606,79.274684,Tamil Nadu,3250.16,19.72,273.74,-0.204,186.54,0.6643,9.31,61.49,Forest,4,293,1,MODERATE
30.345708,76.165129,Himachal Pradesh,875.07,30.2,113.93,0.2826,52.32,0.4579,27.83,68.83,Built-up,3,1061,1,MODERATE
34.766414,74.818886,Jammu and Kashmir,2159.88,10.17,41.92,0.4091,96.21,0.5277,13.74,65.54,Barren,2,1855,1,HIGH
26.437296,96.826429,Arunachal Pradesh,598.05,4.72,102.13,0.3341,53.13,0.4687,22.95,53.92,Cropland,1,3569,0,LOW
26.753068,87.373411,West Bengal,987.34,11.96,139.9,-0.0443,111.03,0.9652,16.88,52.18,Grassland,4,3466,1,HIGH
11.695603,79.669259,Tamil Nadu,313.78,12.62,5.89,0.1018,219.23,0.485,20.65,62.75,Grassland,9,3055,1,MODERATE
20.823141,80.685287,Maharashtra,790.73,38.45,106.66,0.135,150.23,0.8666,24.39,51.32,Built-up,6,3772,0,CRITICAL
31.240509,75.852427,Himachal Pradesh,1461.08,9.55,27.26,0.2557,308.14,0.3274,16.89,46.53,Barren,4,2744,0,MODERATE
12.266754,76.380089,Kerala,1627.44,9.52,297.95,0.1013,252.09,0.619,12.19,58.72,Grassland,3,3330,0,MODERATE
10.027988,76.067498,Kerala,1131.34,28.56,44.96,-0.0002,43.46,0.4414,23.09,65.61,Shrubland,3,774,0,MODERATE
34.474585,74.220599,Jammu and Kashmir,466.07,6.67,176.17,0.0321,87.88,0.3837,19.1,49.49,Shrubland,4,844,0,NO_RISK
10.041929,75.323822,Kerala,563.47,12.0,25.01,0.3689,319.76,0.3303,21.11,44.02,Cropland,7,2430,1,MODERATE
33.707831,75.790642,Jammu and Kashmir,1601.87,15.06,91.32,0.035,104.07,0.6133,9.53,61.92,Shrubland,4,903,0,MODERATE
26.467939,88.410516,West Bengal,960.27,10.73,33.48,0.1582,120.61,0.258,17.53,60.1,Forest,7,368,0,MODERATE
27.925154,88.443349,Sikkim,2385.75,8.55,245.88,0.0855,440.83,0.3811,8.97,61.45,Shrubland,10,2180,1,MODERATE
25.009734,87.580869,West Bengal,1394.41,39.01,212.49,-0.112,395.7,0.6686,19.51,64.99,Forest,10,648,1,CRITICAL
34.237535,74.424512,Jammu and Kashmir,1307.04,19.88,249.31,0.0469,111.19,0.6243,26.17,68.01,Built-up,2,589,1,MODERATE
31.547296,76.663792,Himachal Pradesh,265.64,24.47,328.65,0.3341,287.71,0.1931,27.5,67.59,Forest,3,3095,0,LOW
25.521543,90.175673,Meghalaya,2562.7,20.27,61.34,-0.1636,201.48,0.7667,13.2,50.4,Cropland,5,981,1,MODERATE
32.534126,76.292259,Himachal Pradesh,2018.58,23.5,224.45,-0.1074,22.41,0.8108,13.7,35.74,Grassland,3,806,1,HIGH
12.316783,79.256797,Tamil Nadu,4119.15,13.53,308.28,0.1529,31.41,0.1427,2.53,43.71,Shrubland,7,1388,0,LOW
25.36554,89.271881,West Bengal,2033.62,11.71,188.03,0.24,206.62,0.6056,13.44,58.05,Forest,4,372,1,HIGH
17.444998,79.007268,Maharashtra,1467.44,8.09,80.46,-0.0463,91.78,0.4023,25.2,72.86,Built-up,3,1393,0,LOW
33.614204,75.943772,Jammu and Kashmir,1630.19,36.93,110.96,0.0024,360.61,0.2472,21.58,62.39,Forest,11,1832,1,HIGH
11.53465,79.259023,Tamil Nadu,1173.7,27.97,2.37,-0.1939,107.57,0.1282,18.59,59.31,Forest,3,3027,1,MODERATE
25.424124,90.918884,Meghalaya,333.09,11.29,102.6,-0.1628,92.78,0.8406,28.85,63.14,Forest,3,2383,0,MODERATE
32.395725,74.250092,Jammu and Kashmir,3604.9,24.03,209.26,-0.1313,53.96,0.3733,0.54,48.51,Grassland,2,1981,0,LOW
27.117005,89.42325,West Bengal,2708.15,15.48,197.31,-0.0427,54.36,0.3887,9.6,61.84,Barren,2,2113,0,LOW
33.67732,76.82156,Jammu and Kashmir,279.69,18.08,255.63,0.0673,82.19,0.7078,28.36,53.02,Built-up,4,2521,1,HIGH
32.54357,75.966962,Jammu and Kashmir,558.29,9.93,22.32,0.0618,103.32,0.5241,30.93,73.43,Cropland,3,2280,0,LOW
27.206606,88.756921,Sikkim,4433.03,5.53,245.32,-0.302,223.48,0.6847,-0.6,56.75,Built-up,8,2431,1,CRITICAL
18.356995,78.485656,Karnataka,3530.51,7.19,352.53,-0.0159,78.21,0.406,6.5,62.53,Cropland,1,1159,0,MODERATE
15.773774,76.834133,Maharashtra,2496.33,13.32,157.95,0.1756,111.98,0.5994,11.28,62.73,Barren,8,2863,0,MODERATE
15.536072,74.685746,Karnataka,470.47,19.86,247.59,-0.2929,280.06,0.6039,26.42,61.2,Barren,4,372,0,MODERATE
28.702681,79.205362,Uttarakhand,838.36,12.97,159.77,-0.0758,164.25,0.5029,21.06,60.6,Forest,1,935,0,LOW
26.333018,89.515737,West Bengal,406.61,11.82,155.24,0.1117,343.2,0.6639,28.35,60.01,Shrubland,6,1622,0,MODERATE
29.650703,79.287656,Uttarakhand,464.77,7.4,329.59,0.0165,57.83,0.7251,21.7,48.72,Cropland,2,2498,0,LOW
11.389825,78.354969,Tamil Nadu,1267.91,8.77,244.72,-0.1767,8.1,0.4992,21.12,60.98,Built-up,1,3165,0,LOW
12.56251,79.401592,Tamil Nadu,1841.51,45.84,42.44,0.3711,156.46,0.6364,13.14,69.64,Shrubland,9,3356,1,CRITICAL
12.375592,75.656532,Kerala,1570.21,23.2,256.53,-0.3261,164.0,0.6486,24.37,55.54,Forest,6,2115,0,HIGH
